width,epoch,epochs,train_loss,train_acc,epoch_time,avg_epoch_time,eta_seconds,forward_time,solve_beta_time,pred_loss_time,backward_time,optimizer_time,profiled_sum_time,other_time,Q_norm,orth_error,theta_norm
150,1,20,0.03000049479305744,0.9039000272750854,0.6771535873413086,0.6771535873413086,12.865918159484863,0.06683182716369629,0.5174024105072021,0.020482540130615234,0.05687856674194336,0.013400077819824219,0.6749954223632812,0.0021581649780273438,12.24744701385498,3.2922637274168665e-06,
150,2,20,0.025761233642697334,0.9229666590690613,0.7273013591766357,0.7022274732589722,12.640094518661499,0.04303121566772461,0.5845038890838623,0.028516530990600586,0.06111645698547363,0.005620002746582031,0.7227880954742432,0.004513263702392578,12.247451782226562,3.0533392418874428e-06,
150,3,20,0.024665232747793198,0.9300833344459534,0.664386510848999,0.6896138191223145,11.723434925079346,0.043981075286865234,0.5333116054534912,0.025780677795410156,0.05536079406738281,0.003724336624145508,0.6621584892272949,0.0022280216217041016,12.247448921203613,3.1143367777985986e-06,
150,4,20,0.022346587851643562,0.9345666766166687,0.6242787837982178,0.6732800602912903,10.772480964660645,0.0438084602355957,0.5089764595031738,0.018976211547851562,0.048146963119506836,0.002271890640258789,0.6221799850463867,0.0020987987518310547,12.247448921203613,3.210751401638845e-06,
150,5,20,0.021380271762609482,0.9359333515167236,0.62640380859375,0.6639048099517822,9.958572149276733,0.043489694595336914,0.5034899711608887,0.02586984634399414,0.05011320114135742,0.0016019344329833984,0.6245646476745605,0.0018391609191894531,12.247450828552246,3.4018994483631104e-06,
150,6,20,0.020630503073334694,0.9375666379928589,0.6418099403381348,0.660222331682841,9.243112643559773,0.042075157165527344,0.5019106864929199,0.01817154884338379,0.06836771965026855,0.005759716033935547,0.6362848281860352,0.005525112152099609,12.247450828552246,3.7051429444545647e-06,
150,7,20,0.020006394013762474,0.9384833574295044,0.7855544090270996,0.6781269141605922,8.8156498840877,0.06012415885925293,0.6370909214019775,0.029804468154907227,0.054300785064697266,0.0019769668579101562,0.7832973003387451,0.002257108688354492,12.24744701385498,3.914859007636551e-06,
150,8,20,0.023242883384227753,0.9383333325386047,0.5989866256713867,0.6682343780994415,8.018812537193298,0.04316067695617676,0.4795510768890381,0.01849508285522461,0.05290532112121582,0.0021169185638427734,0.596229076385498,0.002757549285888672,12.247451782226562,3.968699274992105e-06,
150,9,20,0.01910334825515747,0.938966691493988,0.6043834686279297,0.6611398326026069,7.2725381586286755,0.0412142276763916,0.48404645919799805,0.02495598793029785,0.04888463020324707,0.0032956600189208984,0.6023969650268555,0.0019865036010742188,12.247444152832031,4.166924099990865e-06,
150,10,20,0.018702903762459755,0.939716637134552,0.6079304218292236,0.6558188915252685,6.5581889152526855,0.04224705696105957,0.49228906631469727,0.019493818283081055,0.047701120376586914,0.003069162368774414,0.6048002243041992,0.003130197525024414,12.247448921203613,4.300403816159815e-06,
150,11,20,0.018932662904262543,0.9400666952133179,0.6514039039611816,0.6554175290194425,5.898757761174982,0.04476475715637207,0.5220904350280762,0.025873422622680664,0.05429220199584961,0.0021517276763916016,0.6491725444793701,0.0022313594818115234,12.247447967529297,4.268382326699793e-06,
150,12,20,0.01799965836107731,0.9410499930381775,0.6381502151489258,0.6539785861968994,5.231828689575195,0.041631221771240234,0.5252556800842285,0.018277883529663086,0.04891633987426758,0.002028226852416992,0.6361093521118164,0.002040863037109375,12.247448921203613,4.320055268181022e-06,
150,13,20,0.017728282138705254,0.9414166808128357,0.6297750473022461,0.6521167755126953,4.564817428588867,0.04354381561279297,0.5078408718109131,0.025468826293945312,0.04868006706237793,0.0022127628326416016,0.6277463436126709,0.0020287036895751953,12.24744701385498,4.393526069179643e-06,
150,14,20,0.017480744048953056,0.941433310508728,0.6214923858642578,0.6499293191092355,3.8995759146554128,0.042183876037597656,0.5082190036773682,0.019484281539916992,0.04787039756774902,0.0016160011291503906,0.6193735599517822,0.002118825912475586,12.247446060180664,4.494781933317427e-06,
150,15,20,0.01726255565881729,0.9422333240509033,0.6885991096496582,0.6525073051452637,3.2625365257263184,0.07224059104919434,0.5373246669769287,0.0244443416595459,0.05057525634765625,0.001834869384765625,0.6864197254180908,0.002179384231567383,12.247443199157715,4.882856046606321e-06,
150,16,20,0.017079973593354225,0.9429500102996826,0.5924606323242188,0.6487543880939484,2.5950175523757935,0.04121756553649902,0.4745790958404541,0.01987600326538086,0.051412343978881836,0.0029342174530029297,0.5900192260742188,0.00244140625,12.24744701385498,4.750436801259639e-06,
150,17,20,0.01692022569477558,0.9436333179473877,0.6215999126434326,0.6471570660086239,1.9414711980258716,0.04407382011413574,0.49242520332336426,0.02435302734375,0.055783748626708984,0.0029053688049316406,0.6195411682128906,0.002058744430541992,12.24744701385498,4.822798928216798e-06,
150,18,20,0.01726212538778782,0.9439166784286499,0.5978240966796875,0.6444163454903497,1.2888326909806993,0.043031930923461914,0.48979878425598145,0.018689393997192383,0.04264187812805176,0.0016756057739257812,0.5958375930786133,0.0019865036010742188,12.247446060180664,5.016902377974475e-06,
150,19,20,0.016605742275714874,0.9447833299636841,0.6488196849822998,0.6446481002004523,0.6446481002004523,0.04004621505737305,0.5315170288085938,0.028398752212524414,0.04337501525878906,0.002275228500366211,0.6456122398376465,0.0032074451446533203,12.247444152832031,4.818325123778777e-06,
150,20,20,0.01639406569302082,0.9451666474342346,0.6411738395690918,0.6444743871688843,0.0,0.04667162895202637,0.5261983871459961,0.019312143325805664,0.04435586929321289,0.0024871826171875,0.6390252113342285,0.0021486282348632812,12.247446060180664,4.799834186997032e-06,
