loss,acc,epoch_time,total_time
2.357609748840332,0.33186665177345276,0.17058706283569336,0.17058897018432617
5.203949928283691,0.3597666621208191,0.16553974151611328,0.33629941940307617
6.682175159454346,0.3425000011920929,0.16123318672180176,0.49767112731933594
5.834690093994141,0.4005333185195923,0.16788434982299805,0.6657106876373291
3.4539105892181396,0.47376665472984314,0.16572356224060059,0.8315877914428711
1.573507308959961,0.6209666728973389,0.16463708877563477,0.996403694152832
1.274812936782837,0.6217666864395142,0.16461586952209473,1.1611685752868652
1.2746946811676025,0.6692166924476624,0.1701374053955078,1.3314194679260254
1.0667932033538818,0.7157999873161316,0.16591095924377441,1.497469425201416
0.9135345220565796,0.7767333388328552,0.16457557678222656,1.6622164249420166
0.7359375357627869,0.8193333148956299,0.17019891738891602,1.8325598239898682
0.6096515655517578,0.8379666805267334,0.17314410209655762,2.0058701038360596
0.5646665096282959,0.8451166749000549,0.16948652267456055,2.1755080223083496
0.553174614906311,0.854283332824707,0.1695702075958252,2.3452160358428955
0.528514564037323,0.8635333180427551,0.16946101188659668,2.5148234367370605
0.4946203827857971,0.8746166825294495,0.17478394508361816,2.6897451877593994
0.459570050239563,0.8809833526611328,0.17409968376159668,2.8639719486236572
0.43469569087028503,0.8836333155632019,0.17371463775634766,3.0378549098968506
0.4287321865558624,0.8866999745368958,0.1709132194519043,3.2088983058929443
0.4183405935764313,0.8940333127975464,0.17252373695373535,3.381544828414917
0.3947047293186188,0.8990166783332825,0.17154717445373535,3.55324649810791
0.3720163404941559,0.9014333486557007,0.16652250289916992,3.719919204711914
0.35758253931999207,0.9034333229064941,0.17417311668395996,3.894258975982666
0.34426218271255493,0.906083345413208,0.17226219177246094,4.066678762435913
0.3301013708114624,0.9088333249092102,0.16741204261779785,4.234256982803345
0.3163263201713562,0.9126499891281128,0.1705338954925537,4.404911518096924
0.3032170534133911,0.9156000018119812,0.1707627773284912,4.575835943222046
0.29219701886177063,0.9175166487693787,0.17161035537719727,4.747571229934692
0.28195470571517944,0.9200000166893005,0.1688387393951416,4.91655158996582
0.2717810273170471,0.9230166673660278,0.17562174797058105,5.092355251312256
0.26223456859588623,0.9256500005722046,0.17009758949279785,5.2625908851623535
0.25391608476638794,0.9284666776657104,0.16790032386779785,5.43063759803772
0.24513062834739685,0.9301666617393494,0.17671489715576172,5.6074981689453125
0.23758144676685333,0.9317499995231628,0.16801762580871582,5.775676488876343
0.23224301636219025,0.934066653251648,0.17388439178466797,5.9497153759002686
0.2250007688999176,0.9362166523933411,0.17929673194885254,6.1291234493255615
0.21751287579536438,0.9381666779518127,0.17354941368103027,6.302814960479736
0.21222969889640808,0.9391499757766724,0.1741480827331543,6.477084636688232
0.2067696750164032,0.9406833052635193,0.18956327438354492,6.666820526123047
0.20065397024154663,0.9419999718666077,0.2168724536895752,6.883841037750244
